CMOR Dimensions,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CMOR table(s),CMOR dimension,output dimension name,description,standard name,long name,axis,units,index axis?,coords_attrib,bounds?,stored direction,valid_min,valid_max,type,positive,value,bounds _values,requested,bounds_ requested,tol_on_requests: variance from requested values that is tolerated,grid?
fx Amon Lmon LImon OImon aero day 6hrLev 6hrPlev 3hr Oclim Oyr Omon cfMon cfOff cfDay cf3hr,longitude,lon,,longitude,longitude,X,degrees_east,,,yes,increasing,0,360,double,,,,,,,
fx Amon Lmon LImon OImon aero day 6hrLev 6hrPlev 3hr Oclim Oyr Omon cfMon cfOff cfDay cf3hr,latitude,lat,,latitude,latitude,Y,degrees_north,,,yes,increasing,-90,90,double,,,,,,,
Amon,plevs,plev,There are 17 mandatory levels and up to 6 additional levels requested of models with sufficient resolution in the stratosphere.,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,,,100000. 92500. 85000. 70000. 60000. 50000. 40000. 30000. 25000. 20000. 15000. 10000. 7000. 5000. 3000. 2000. 1000.,,0.001,
day,plev8,plev,,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,,,100000. 85000. 70000. 50000. 25000. 10000. 5000. 1000.,,0.001,
6hrPlev,plev3,plev,,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,,,85000. 50000. 25000.,,0.001,
cfMon cfDay,plev7,plev,7 pressure layers defined by ISCCP simulator,air_pressure,pressure,Z,Pa,,,yes,decreasing,,,double,down,,,90000. 74000. 62000. 50000. 37500. 24500. 9000.,100000. 80000. 80000. 68000. 68000. 56000. 56000. 44000. 44000. 31000. 31000. 18000. 18000. 0.,0.001,
cfDay,p500,plev,500 hPa,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,50000.,,,,,
cfDay,p700,plev,700 hPa,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,70000.,,,,,
cfMon cfOff cf3hr,p220,plev,pressure layer of high-level cloud in ISCCP simulator,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,22000.,44000. 0.0,,,,
cfMon cfOff cf3hr,p560,plev,pressure layer of mid-level cloud in ISCCP simulator,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,56000.,68000. 44000.,,,,
cfMon cfOff cf3hr,p840,plev,pressure layer of low-level cloud in ISCCP simulator,air_pressure,pressure,Z,Pa,,,no,decreasing,,,double,down,84000.,100000. 68000.,,,,
Amon aero 6hrLev cfMon cfDay cf3hr cfSites,alevel,lev,generic atmospheric model vertical coordinate (nondimensional or dimensional),,atmospheric model level,Z,,ok,,yes,,,,double,up,,,,,,
Amon cfMon cfDay cf3hr cfSites,alevhalf,lev,atmospheric model half level,,atmospheric model half-level,Z,,ok,,no,,,,double,up,,,,,,
aero,alev1,lev,atmospheric model's lowest level,,lowest atmospheric model level,Z,,ok,,yes,,,,double,,,,,,,
cfMon cfOff cfDay cf3hr,alt40,alt40,CloudSat vertical coordinate heights,altitude,altitude,Z,m,,,yes,increasing,,,double,up,,,240. 720. 1200. 1680. 2160. 2640. 3120. 3600. 4080. 4560. 5040. 5520. 6000. 6480. 6960. 7440. 7920. 8400. 8880. 9360. 9840. 10320. 10800. 11280. 11760. 12240. 12720. 13200. 13680. 14160. 14640. 15120. 15600. 16080. 16560. 17040. 17520. 18000. 18480. 18960.,0. 480. 480. 960. 960. 1440. 1440. 1920. 1920. 2400. 2400. 2880. 2880. 3360. 3360. 3840. 3840. 4320. 4320. 4800. 4800. 5280. 5280. 5760. 5760. 6240. 6240. 6720. 6720. 7200. 7200. 7680. 7680. 8160. 8160. 8640. 8640. 9120. 9120. 9600. 9600. 10080. 10080. 10560. 10560. 11040. 11040. 11520. 11520. 12000. 12000. 12480. 12480. 12960. 12960. 13440. 13440. 13920. 13920. 14400. 14400. 14880. 14880. 15360. 15360. 15840. 15840. 16320. 16320. 16800. 16800. 17280. 17280. 17760. 17760. 18240. 18240. 18720. 18720. 19200.,0.001,
Oyr Amon Lmon LImon OImon aero day 3hr Omon cfMon cfOff cfDay cf3hr,time,time,for time-mean fields,time,time,T,days since ?,,,yes,increasing,,,double,,,,,,,
6hrLev 6hrPlev 3hr cf3hr cfSites,time1,time,synoptic times (for fields that are not time-means),time,time,T,days since ?,,,no,increasing,,,double,,,,,,,
Oclim Amon,time2,time,climatological times,time,time,T,days since ?,,,yes,increasing,,,double,,,,,,,
Amon day 3hr cf3hr cfSites,height2m,height,~2 m standard surface air temperature and surface humidity height,height,height,Z,m,,,no,increasing,1,10,double,up,2.,,,,,
Amon day 3hr cf3hr cfSites,height10m,height,~10 m standard wind speed height,height,height,Z,m,,,no,increasing,1,30,double,up,10.,,,,,
Lmon LImon,sdepth,depth,coordinate values for soil layers (depth),depth,depth,Z,m,,,yes,increasing,0,200,double,down,,,,,,
Lmon day 3hr,sdepth1,depth,coordinate value for topmost 0.1 meter layer of soil,depth,depth,Z,m,,,yes,increasing,0,0.2,double,down,0.05,0.0 0.1,,,,
cfMon cfDay,tau,tau,isccp optical depth categories,atmosphere_optical_thickness_due_to_cloud,cloud optical thickness,,1,,,yes,increasing,,,double,,,,0.15 0.8 2.45 6.5 16.2 41.5 100.,0.0 0.3 0.3 1.3 1.3 3.6 3.6 9.4 9.4 23.0 23.0 60.0 60.0 100000.,0.001,
cfOff cf3hr,scatratio,scatratio,15 bins of scattering ratio for the CALIPSO simulator CFAD,backscattering_ratio,lidar backscattering ratio,,1,,,yes,increasing,,,double,,,,0.005 0.605 2.1 4. 6. 8.5 12.5 17.5 22.5 27.5 35. 45. 55. 70. 50040.,0. 0.01 0.01 1.2 1.2 3. 3. 5. 5. 7. 7. 10. 10. 15. 15. 20. 20. 25. 25. 30. 30. 40. 40. 50. 50. 60. 60. 80. 80. 100000.,0.001,
cfOff cf3hr,dbze,dbze,15 bins of radar reflectivity for CloudSat simulator CFAD,equivalent_reflectivity_factor,CloudSat simulator equivalent radar reflectivity factor,,dBZ,,,yes,increasing,,,double,,,,-47.5 -42.5 -37.5 -32.5 -27.5 -22.5 -17.5 -12.5 -7.5 -2.5 2.5 7.5 12.5 17.5 22.5,-50. -45. -45. -40. -40. -35. -35. -30. -30. -25. -25. -20. -20. -15. -15. -10. -10. -5. -5. 0. 0. 5. 5. 10. 10. 15. 15. 20. 20. 25.,0.001,
cfMon cfOff cfDay cf3hr,sza5,sza,5 solar zenith angles for PARASOL reflectances,solar_zenith_angle,solar zenith angle,,degree,,,no,increasing,,,double,,,,0. 20. 40. 60. 80.,,0.001,
cfSites,site,site,an integer assigned to each of 119 stations (standard) and 73 stations (aquaplanet),,site index,,,ok,,no,,,,integer,,,,,,,yes
Omon,basin,basin,,region,ocean basin,,,,region,no,,,,character,,,,atlantic_arctic_ocean indian_pacific_ocean global_ocean,,,
Omon,rho,rho,potential density referenced to 2000 dbar,sea_water_potential_density,potential density referenced to 2000 dbar,Z,kg m-3,,,yes,increasing,,,double,down,,,,,,
fx Oclim Oyr Omon,olevel,lev,generic ocean model vertical coordinate (nondimensional or dimensional),,ocean model level,Z,,ok,,yes,,,,double,down,,,,,,
Omon,oline,line,opening passage strait channel etc.,region,ocean passage,,,,passage,no,,,,character,,,,barents_opening bering_strait canadian_archipelago denmark_strait drake_passage english_channel pacific_equatorial_undercurrent faroe_scotland_channel florida_bahamas_strait fram_strait iceland_faroe_channel indonesian_throughflow mozambique_channel taiwan_luzon_straits windward_passage,,,
cf3hr,location,loc,COSP profile in instantaneous curtain mode,,location index,,,ok,,no,increasing,,,integer,,,,,,,yes
Lmon,vegtype,type,plant functional type. Several plant functional types have been defined in the area_type table available at: cf-pcmdi.llnl.gov/documents/cf-standard-names/area-type-table/current/,area_type,plant functional type,,,,type_description,no,,,,character,,,,,,,
Lmon,typebare,type,,area_type,surface type,,,,type_description,no,,,,character,,bare_ground,,,,,
Lmon,typepdec,type,,area_type,surface type,,,,type_description,no,,,,character,,primary_deciduous_trees,,,,,
Lmon,typepever,type,,area_type,surface type,,,,type_description,no,,,,character,,primary_evergreen_trees,,,,,
Lmon,typesdec,type,,area_type,surface type,,,,type_description,no,,,,character,,secondary_decidous_trees,,,,,
Lmon,typesever,type,,area_type,surface type,,,,type_description,no,,,,character,,secondary_evergreen_trees,,,,,
Lmon,typec3pft,type,,area_type,surface type,,,,type_description,no,,,,character,,c3_plant_functional_types,,,,,
Lmon,typec4pft,type,,area_type,surface type,,,,type_description,no,,,,character,,c4_plant_functional_types,,,,,
,,,,,,,,,,,,,,,,,,,,,
Omon,olayer100m,depth,coordinate for 100 m ocean surface layer,depth,depth,Z,m,,,no,increasing,0,100,double,down,50.,0. 100.,,,,
Omon,depth100m,depth,coordinate value for 100 m ocean depth,depth,depth,Z,m,,,no,increasing,80,120,double,down,100.,,,,,
Omon,depth0m,depth,vertical coordinate for ocean surface,depth,depth,Z,m,,,no,increasing,0,100,double,down,0.,,,,,
1,Total Atmospheric Mass of CO2,kg,,For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report instead the variable described in the next table entry. If CO2 is spatially nonuniform omit this field but report Mole Fraction of CO2 (see the table entry before the previous one).,co2mass,atmosphere_mass_of_carbon_dioxide,,kg,time: mean,,,,,,real,time,co2mass,atmos,,,,
1,Total Atmospheric Mass of CO2,kg,,Report only for simulations (e.g. prescribed concentration pi-control run) in which the CO2 does not vary from one year to the next. Report 12 monthly values starting with January even if the values don't vary seasonally. When calling CMOR identify this variable as co2massClim not co2mass. If CO2 is spatially nonuniform omit this field but report Mole Fraction of CO2 (see the table entry before the previous one).,co2mass,atmosphere_mass_of_carbon_dioxide,,kg,time: mean within years time: mean over years,,,,,,real,time2,co2massClim,atmos,monClim,,,
1,Mole Fraction of CH4,1e-9,,For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report instead the variable described in the next table entry. If CH4 is spatially uniform omit this field but report Global Mean Mole Fraction of CH4 (see the table entry after the next one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,ch4,mole_fraction_of_methane_in_air,,1e-9,time: mean,,,,,,real,longitude latitude plevs time,ch4,atmos atmosChem,,area: areacella,,
1,Mole Fraction of CH4,1e-9,,Report only for simulations (e.g. prescribed concentration pi-control run) in which the CH4 does not vary from one year to the next. Report 12 monthly values starting with January even if the values don't vary seasonally. When calling CMOR identify this variable as ch4global not ch4. If CH4 is spatially uniform omit this field but report Global Mean Mole Fraction of CH4 (see the table entry after the next). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,ch4,mole_fraction_of_methane_in_air,,1e-9,time: mean within years time: mean over years,,,,,,real,longitude latitude plevs time2,ch4Clim,atmos atmosChem,monClim,area: areacella,,
1,Global Mean Mole Fraction of CH4,1e-9,,For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report instead the variable described in the next table entry. If CH4 is spatially nonuniform omit this field but report Mole Fraction of CH4 (see the table entry before the previous one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,ch4global,mole_fraction_of_methane_in_air,,1e-9,time: mean,,,,,,real,time,ch4global,atmos atmosChem,,,,
1,Global Mean Mole Fraction of CH4,1e-9,,Report only for simulations (e.g. prescribed concentration pi-control run) in which the CH4 does not vary from one year to the next. Report 12 monthly values starting with January even if the values don't vary seasonally. When calling CMOR identify this variable as ch4globalClim not ch4global. If CH4 is spatially nonuniform omit this field but report Global Mean Mole Fraction of CH4 (see the table entry before the previous one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,ch4global,mole_fraction_of_methane_in_air,,1e-9,time: mean within years time: mean over years,,,,,,real,time2,ch4globalClim,atmos atmosChem,monClim,,,
1,Mole Fraction of N2O,1e-9,,For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report instead the variable described in the next table entry. If N2O is spatially uniform omit this field but report Global Mean Mole Fraction of N2O (see the table entry after the next one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,n2o,mole_fraction_of_nitrous_oxide_in_air,,1e-9,time: mean,,,,,,real,longitude latitude plevs time,n2o,atmos atmosChem,,area: areacella,,
1,Mole Fraction of N2O,1e-9,,Report only for simulations (e.g. prescribed concentration pi-control run) in which the N2O does not vary from one year to the next. Report 12 monthly values starting with January even if the values don't vary seasonally. When calling CMOR identify this variable as n2oglobal not n2o. If N2O is spatially uniform omit this field but report Global Mean Mole Fraction of N2O (see the table entry after the next). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,n2o,mole_fraction_of_nitrous_oxide_in_air,,1e-9,time: mean within years time: mean over years,,,,,,real,longitude latitude plevs time2,n2oClim,atmos atmosChem,monClim,area: areacella,,
1,Global Mean Mole Fraction of N2O,1e-9,,For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report instead the variable described in the next table entry. If N2O is spatially nonuniform omit this field but report Mole Fraction of N2O (see the table entry before the previous one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,n2oglobal,mole_fraction_of_nitrous_oxide_in_air,,1e-9,time: mean,,,,,,real,time,n2oglobal,atmos atmosChem,,,,
1,Global Mean Mole Fraction of N2O,1e-9,,Report only for simulations (e.g. prescribed concentration pi-control run) in which the N2O does not vary from one year to the next. Report 12 monthly values starting with January even if the values don't vary seasonally. When calling CMOR identify this variable as ch4globalClim not ch4global. If N2O is spatially nonuniform omit this field but report Global Mean Mole Fraction of N2O (see the table entry before the previous one). Are these the preferred units or should it be a unitless fraction? Should this field be reported instead on model levels? Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?,n2oglobal,mole_fraction_of_nitrous_oxide_in_air,,1e-9,time: mean within years time: mean over years,,,,,,real,time2,n2oglobalClim,atmos atmosChem,monClim,,,
3,Global Mean Mole Fraction of CFC11,1e-12,,,cfc11global,mole_fraction_of_cfc11_in_air,,1e-12,time: mean,,,,,,real,time,cfc11global,atmos atmosChem,,,,
3,Global Mean Mole Fraction of CFC12,1e-12,,,cfc12global,mole_fraction_of_cfc12_in_air,,1e-12,time: mean,,,,,,real,time,cfc12global,atmos atmosChem,,,,
3,Global Mean Mole Fraction of HCFC22,1e-12,,,hcfc22global,mole_fraction_of_hcfc22_in_air,,1e-12,time: mean,,,,,,real,time,hcfc22global,atmos atmosChem,,,,
3,Global Mean Mole Fraction of CFC113,1e-12,,,cfc113global,mole_fraction_of_cfc113_in_air,,1e-12,time: mean,,,,,,real,time,cfc113global,atmos atmosChem,,,,
1,Mole Fraction of Other Radiatively Important Trace Gases (That Are Evolving in Time).,1,,Please let me know what (if any) other trace gas concentrations should be included. If assumed spatially uniform report only time-series of the single value. For some simulations (e.g. prescribed concentration pi-control run) this will not vary from one year to the next and so report values for only 12 months (starting with January. (Note: include all 12 months even if the values don't vary seasonally.) ,,,,1,,,,,,,real,longitude latitude plevs time,0,atmos atmosChem,,area: areacella,,
,,,,,,,,,,,,,,,,,,,,,,
In CMOR Table Amon: Climatological atmospheric 3-D pressure fields,,,,,,,,,,,,,,,,,,,,,,
These field are requested only for models in which the pressure can't be calculated from the vertical coordinate information stored already for each variable. Thus the pressures on each model level are needed for height or theta-coordinate models for example but not sigma- or eta-coordinate models. The annual cycle climatology (computed from an appropriate segment of the pre-industrial control run) should be reported on model levels and half levels. DO NOT REPORT ALL MONTHS FOR ALL EXPERIMENTS: Report only 12 months of data representing the climatology of the pre-industrial control run.,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units,comment,questions & notes,output variable name,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1,Pressure on Model Levels,Pa,,,pfull,air_pressure,,Pa,time: mean within years time: mean over years,,,,,,real,longitude latitude alevel time2,pfull,atmos,monClim,area: areacella,,
1,Pressure on Model Half-Levels,Pa,,,phalf,air_pressure,,Pa,time: mean within years time: mean over years,,,,,,real,longitude latitude alevhalf time2,phalf,atmos,monClim,area: areacella,,
,,,,,,,,,,,,,,,,,,,,,,
In CMOR Table Amon: 2-D bias-corrected fields on atmospheric grid,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
These fields are derived from fields in the first table above. They have been bias-corrected to remove some of the unrealistic behavior caused by the initialization procedure. See recommendations for how this should be done at http://www.wcrp-climate.org/decadal/references/DCPP_Bias_Correction.pdf (Also see http://www.wcrp-climate.org/decadal/ .) These fields should be reported only for decadal hindcast/forecast experiments.,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units,comment,questions & notes,output variable name,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1,Bias-Corrected Near-Surface Air Temperature,K,,normally the temperature should be reported at the 2 meter height,tasAdjust,air_temperature,,K,time: mean,,,,,,real,longitude latitude time height2m,tasAdjust,atmos,,area: areacella,,
1,Bias-Corrected Surface Temperature,K,skin temperature (i.e. SST for open ocean),,tsAdjust,surface_temperature,,K,time: mean,,,,,,real,longitude latitude time,tsAdjust,atmos,,area: areacella,,
1,Bias-Corrected Sea Level Pressure,Pa,not in general the same as surface pressure,,pslAdjust,air_pressure_at_sea_level,,Pa,time: mean,,,,,,real,longitude latitude time,pslAdjust,atmos,,area: areacella,,
1,Bias-Corrected Precipitation,kg m-2 s-1,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),,prAdjust,precipitation_flux,,kg m-2 s-1,time: mean,,,,,,real,longitude latitude time,prAdjust,atmos,,area: areacella,,
CMOR Table Omon: Monthly Mean Ocean Fields Including Biogechemical Fields,,,,,Omon,mon,,,,,,,,,,,,,,,,
(All Saved on the Ocean Grid),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
In CMOR Table Omon: Marine Biogeochemical 2-D Fields,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units,comment,questions & notes,output variable name,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2,(long name taken from 1st table in Oyr) + at surface,mol m-3 or kg m-3 or 1 consistent with first table in Oyr,(copied from 3D tracer list),Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers. Tracer concentations should be reported even if they are diagnosed rather than prognostically calculated.,include Oyr 3D tracers,(copied from 1st table in Oyr),,mol m-3 or kg m-3 or 1 consistent with first table in Oyr,time: mean area: mean where sea,,,,,,real,longitude latitude time depth0m,,ocnBgchem,,area: areacello,,
1,Primary Organic Carbon Production by All Types of Phytoplankton,mol m-2 s-1,Vertically integrated total primary (organic carbon) production by phytoplankton. This should equal the sum of intpdiat+intpphymisc but those individual components may be unavailable in some models.,,intpp,net_primary_mole_productivity_of_carbon_by_phytoplankton,,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpp,ocnBgchem,,area: areacello,,
2,Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone,mol m-2 s-1,Vertically integrated primary (organic carbon) production by phytoplankton based on nitrate uptake alone,,intpnitrate,net_primary_mole_productivity_of_carbon_due_to_nitrate_utilization,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpnitrate,ocnBgchem,,area: areacello,,
2,Primary Organic Carbon Production by Diatoms,mol m-2 s-1,Vertically integrated primary (organic carbon) production by the diatom phytoplankton component alone,,intpdiat,net_primary_mole_productivity_of_carbon_by_diatoms,,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpdiat,ocnBgchem,,area: areacello,,
3,Net Primary Mole Productivity of Carbon by Diazotrophs,mol m-2 s-1,,,intpdiaz,net_primary_mole_productivity_of_carbon_by_diazotrophs,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpdiaz,ocnBgchem,,area: areacello,,
3,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mol m-2 s-1,,,intpcalc,net_primary_mole_productivity_of_carbon_by_calcareous_phytoplankton,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpcalc,ocnBgchem,,area: areacello,,
3,Net Primary Mole Productivity of Carbon by Picophytoplankton,mol m-2 s-1,,,intppico,net_primary_mole_productivity_of_carbon_by_picophytoplankton,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intppico,ocnBgchem,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
3,Primary Organic Carbon Production by Other Phytoplankton,mol m-2 s-1,Vertically integrated total primary (organic carbon) production by other phytoplankton components alone,,intpmisc,net_primary_mole_productivity_of_carbon_by_miscellaneous_phytoplankton,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpmisc,ocnBgchem,,area: areacello,,
3,Iron Production,mol m-2 s-1,Vertically integrated biogenic iron production,,intpbfe,tendency_of_ocean_mole_content_of_iron_due_to_biological_production,,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpbfe,ocnBgchem,,area: areacello,,
3,Silica Production,mol m-2 s-1,Vertically integrated biogenic silica production,,intpbsi,tendency_of_ocean_mole_content_of_silicon_due_to_biological_production,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpbsi,ocnBgchem,,area: areacello,,
3,Calcite Production,mol m-2 s-1,Vertically integrated calcite production,,intpcalcite,tendency_of_ocean_mole_content_of_calcite_expressed_as_carbon_due_to_biological_production,,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpcalcite,ocnBgchem,,area: areacello,,
3,Aragonite Production,mol m-2 s-1,Vertically integrated aragonite production,,intparag,tendency_of_ocean_mole_content_of_aragonite_expressed_as_carbon_due_to_biological_production,,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intparag,ocnBgchem,,area: areacello,,
1,Downward Flux of Particle Organic Carbon,mol m-2 s-1,,at 100 m depth.,epc100,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,epc100,ocnBgchem,,area: areacello,,
3,Downward Flux of Particulate Iron,mol m-2 s-1,,at 100 m depth.,epfe100,sinking_mole_flux_of_particulate_iron_in_sea_water,,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time depth100m,epfe100,ocnBgchem,,area: areacello,,
3,Downward Flux of Particulate Silica,mol m-2 s-1,,at 100 m depth.,epsi100,sinking_mole_flux_of_particulate_silicon_in_sea_water,,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,epsi100,ocnBgchem,,area: areacello,,
1,Downward Flux of Calcite,mol m-2 s-1,,at 100 m depth.,epcalc100,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time depth100m,epcalc100,ocnBgchem,,area: areacello,,
1,Downward Flux of Aragonite,mol m-2 s-1,,at 100 m depth.,eparag100,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,eparag100,ocnBgchem,,area: areacello,,
2,Dissolved Inorganic Carbon Content,kg m-2,Vertically integrated DIC,,intdic,ocean_mass_content_of_dissolved_inorganic_carbon,,kg m-2,time: mean area: where sea,,,,,,real,longitude latitude time,intdic,ocnBgchem,,area: areacello,,
1,Surface Aqueous Partial Pressure of CO2,Pa,,,spco2,surface_partial_pressure_of_carbon_dioxide_in_sea_water,,Pa,time: mean area: mean where sea,,,,,,real,longitude latitude time,spco2,ocnBgchem,,area: areacello,,
3,Delta PCO2,Pa,,Difference between atmospheric and oceanic partial pressure of CO2 (positive meaning ocean > atmosphere),dpco2,surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air,,Pa,time: mean area: where sea,,,,,,real,longitude latitude time,dpco2,ocnBgchem,,area: areacello,,
3,Delta PO2,Pa,,Difference between atmospheric and oceanic partial pressure of O2 (positive meaning ocean > atmosphere),dpo2,surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air,,Pa,time: mean area: mean where sea,,,,,,real,longitude latitude time,dpo2,ocnBgchem,,area: areacello,,
1,Surface Downward CO2 Flux,kg m-2 s-1,Gas exchange flux of CO2 (positive into ocean),,fgco2,surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon,,kg m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,fgco2,ocnBgchem,,area: areacello,,
1,Surface Downward O2 Flux,mol m-2 s-1,Gas exchange flux of O2 (positive into ocean),,fgo2,surface_downward_mole_flux_of_molecular_oxygen,,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time,fgo2,ocnBgchem,,area: areacello,,
3,Surface Upward DMS Flux,mol m-2 s-1,Gas exchange flux of DMS (positive into atmosphere),,fgdms,surface_upward_mole_flux_of_dimethyl_sulfide,,mol m-2 s-1,time: mean area: where sea,,,,,up,real,longitude latitude time,fgdms,ocnBgchem,,area: areacello,,
3,Flux of Carbon Into Ocean Surface by Runoff and Sediment Dissolution,mol m-2 s-1,Carbon supply to ocean through runoff and sediment dissolution (neglects gas exchange),,fsc,tendency_of_ocean_mole_content_of_carbon_due_to_runoff_and_sediment_dissolution,,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fsc,ocnBgchem,,area: areacello,,
3,Downward Carbon Flux at Ocean Bottom,mol m-2 s-1,Carbon loss to sediments,,frc,tendency_of_ocean_mole_content_of_carbon_due_to_sedimentation,,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,frc,ocnBgchem,,area: areacello,,
